ymfT,putative DNA-binding transcriptional regulator YmfT,945720
ymfL,uncharacterized protein YmfL,945717
ymfM,cell division inhibitor YmfM,945715
ymfN,chimeric replication protein/phage terminase YmfN,945708
ymfR,IPR020297 domain-containing protein YmfR,945700
beeE,protein BeeE,945698
ymfQ,DUF2313 domain-containing protein YmfQ,945707
ycfK,protein StfP,945726
tfaP,putative tail fiber assembly protein TfaP,945724
tfaE,putative tail fiber assembly protein TfaE,945723
pinE,site-specific DNA recombinase,945721
mcrA,Type IV methyl-directed restriction enzyme EcoKMcrA,945727
iraM,anti-adaptor protein IraM,945729
ymgK,protein YmgK,38094949
ymgL,protein YmgL,38094950
ycgX,DUF1398 domain-containing protein YcgX,945733
bluR,DNA-binding transcriptional repressor BluR,945735
bluF,blue light- and temperature-regulated antirepressor BluF,947592
ycgZ,putative two-component system connector protein YcgZ,945885
ymgA,putative two-component system connector protein YmgA,948991
ariR,putative two-component system connector protein AriR,945340
ymgC,protein YmgC,945090
pdeG,putative cyclic di-GMP phosphodiesterase PdeG,945738
ymgF,division septum component YmgF,1450253
ymgD,PF16456 family protein YmgD,945732
ymgG,PF13436 family protein YmgG,945728
ymgI,uncharacterized protein YmgI,5061515
ymgJ,uncharacterized protein YmgJ,5061516
minE,Z-ring positioning protein MinE,945740
minD,Z-ring positioning protein MinD,945741
minC,Z-ring positioning protein MinC,945744
ycgJ,PF05666 family protein YcgJ,946155
pliG,inhibitor of g-type lysozyme,946963
ymgN,protein YmgN,71004561
ycgL,PF05166 family protein YcgL,946226
ycgM,oxaloacetate tautomerase,946115
ycgN,putative metal-chelating domain-containing protein YcgN,945804
hlyE,hemolysin E,945745
umuD,DNA polymerase V protein UmuD,945746
umuC,DNA polymerase V catalytic protein,946359
dsbB,protein thiol:quinone oxidoreductase DsbB,946344
nhaB,Na(+):H(+) antiporter NhaB,944822
fadR,DNA-binding transcriptional dual regulator FadR,948652
ycgB,PF04293 family protein YcgB,946365
dadA,D-amino acid dehydrogenase,945752
dadX,alanine racemase 2,945754
ymgM,protein YmgM,38094951
cvrA,putative K(+):H(+) antiporter,945755
ldcA,murein tetrapeptide carboxypeptidase,945756
emtA,lytic murein transglycosylase E,945655
ycgR,flagellar brake protein YcgR,947609
ymgE,PF04226 family protein YmgE,945760
ycgY,uncharacterized protein YcgY,945761
treA,periplasmic trehalase,945757
dhaM,dihydroxyacetone kinase subunit M,945749
dhaL,dihydroxyacetone kinase subunit L,945748
dhaK,dihydroxyacetone kinase subunit K,945747
dhaR,DNA-binding transcriptional dual regulator DhaR,945743
ycgV,putative autotransporter adhesin YcgV,945767
ychF,redox-responsive ATPase YchF,945769
pth,peptidyl-tRNA hydrolase,945765
ychH,stress-induced protein,945762
dauA,aerobic C4-dicarboxylate transporter DauA,945770
prs,ribose-phosphate diphosphokinase,945772
ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,945774
lolB,outer membrane lipoprotein LolB,945775
hemA,glutamyl-tRNA reductase,945777
prfA,peptide chain release factor RF1,949002
prmC,protein-(glutamine-N(5)) methyltransferase,945779
ychQ,SirB family protein YchQ,945781
ychA,transglutaminase-like/TPR repeat-containing protein,945784
kdsA,3-deoxy-D-manno-octulosonate 8-phosphate synthase,945785
ldrA,small toxic polypeptide LdrA,2847733
ldrB,small toxic polypeptide LdrB,2847735
ldrC,small toxic polypeptide LdrC,2847775
chaA,Na(+)/K(+):H(+) antiporter ChaA,945790
chaB,putative cation transport regulator ChaB,945792
chaC,glutathione-specific gamma-glutamylcyclotransferase,945793
ychN,DsrE/F sulfur relay family protein YchN,945794
ychO,putative invasin YchO,945801
narL,DNA-binding transcriptional dual regulator NarL,945795
narX,sensor histidine kinase NarX,945788
narK,nitrate:nitrite antiporter NarK,945783
narG,nitrate reductase A subunit alpha,945782
narH,nitrate reductase A subunit beta,945780
narJ,nitrate reductase 1 molybdenum cofactor assembly chaperone,945807
narI,nitrate reductase A subunit gamma,945808
ychS,putative uncharacterized protein YchS,945809
tpr,protamine-like protein,946224
purU,formyltetrahydrofolate deformylase,945827
ychJ,NTF2-like domain-containing protein YchJ,945828
rssA,putative patatin-like phospholipase RssA,945725
rssB,regulator of RpoS,945855
galU,UTP--glucose-1-phosphate uridylyltransferase,945730
hns,DNA-binding transcriptional dual regulator H-NS,945829
tdk,thymidine/deoxyuridine kinase,945834
adhE,fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE,945837
ychT,protein YchT,63925632
ychE,MarC family putative inner membrane protein YchE,945836
insH21,IS5 transposase and trans-activator,38094952
oppA,oligopeptide ABC transporter periplasmic binding protein,945830
oppB,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB,945823
oppC,murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC,945810
oppD,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD,945802
oppF,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF,945818
yciU,DUF440 domain-containing protein YciU,945819
clsA,cardiolipin synthase A,945821
yciY,uncharacterized protein YciY,5061502
kch,K(+) channel Kch,945841
yciI,protein YciI,949085
tonB,Ton complex subunit TonB,945843
yciA,acyl-CoA thioesterase YciA,946634
yciB,inner membrane protein YciB,946228
yciC,putative inner membrane protein,945844
ompW,outer membrane protein W,945128
yciE,DUF892 domain-containing protein YciE,946871
yciF,DUF892 domain-containing protein YciF,947133
yciG,stress-induced bacterial acidophilic repeat motifs-containing protein YciG,947489
trpA,tryptophan synthase subunit alpha,946204
trpB,tryptophan synthase subunit beta,945768
trpC,fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,945519
trpD,anthranilate synthase subunit TrpD,945109
trpE,anthranilate synthase subunit TrpE,945846
trpL,trp operon leader peptide,945856
rnm,RNase AM,945857
yciO,putative RNA-binding protein YciO,945854
yciQ,DUF2207 domain-containing protein YciQ,945850
rluB,23S rRNA pseudouridine(2605) synthase,945840
btuR,cobinamide/cobalamin adenosyltransferase,945839
yciK,putative oxidoreductase,945838
sohB,S49 peptidase family protein,945858
yciN,protein YciN,945860
topA,DNA topoisomerase I,945862
cysB,DNA-binding transcriptional dual regulator CysB,945771
ymiA,uncharacterized protein YmiA,1450256
yciX,uncharacterized protein YciX,1450257
ymiC,protein YmiC,38094953
acnA,aconitate hydratase 1,946724
ribA,GTP cyclohydrolase 2,945763
pgpB,phosphatidylglycerophosphatase B,945863
lapA,lipopolysaccharide assembly protein A,944936
lapB,lipopolysaccharide assembly protein B,944858
pyrF,orotidine-5'-phosphate decarboxylase,947121
yciH,putative translation factor,947058
osmB,osmotically-inducible lipoprotein OsmB,945866
yciT,DNA-binding transcriptional dual regulator YciT,945869
yciZ,UPF0509 family protein YciZ,5061509
ymiD,protein YmiD,63925633
pdeR,cyclic di-GMP phosphodiesterase PdeR,945868
ymiB,putative protein YmiB,7751616
rnb,RNase II,945864
yciW,putative peroxidase YciW,945859
fabI,enoyl-[acyl-carrier-protein] reductase,945870
ycjD,DUF559 domain-containing protein YcjD,945871
sapF,putrescine ABC exporter ATP binding protein SapF,945335
sapD,putrescine ABC exporter ATP binding protein SapD,946203
sapC,putrescine ABC exporter membrane protein SapC,945266
sapB,putrescine ABC exporter membrane subunit SapB,946191
sapA,putative periplasmic binding protein SapA,945873
ymjA,DUF2543 domain-containing protein YmjA,945874
puuP,putrescine:H(+) symporter PuuP,946287
ymjE,protein YmjE,38094954
puuA,glutamate-putrescine ligase,946202
puuD,gamma-glutamyl-gamma-aminobutyrate hydrolase,945882
puuR,DNA-binding transcriptional repressor PuuR,945886
puuC,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase,947003
puuB,gamma-glutamylputrescine oxidase,945072
puuE,4-aminobutyrate aminotransferase PuuE,945446
pspF,DNA-binding transcriptional dual regulator PspF,945683
pspA,phage shock protein A,945887
pspB,phage shock protein B,945893
pspC,phage shock protein C,945499
pspD,phage shock protein D,945635
pspE,thiosulfate sulfurtransferase PspE,945652
ycjM,glucosylglycerate phosphorylase,945659
ycjN,putative ABC transporter periplasmic binding protein YcjN,945696
ycjO,putative ABC transporter membrane subunit YcjO,945888
ycjP,putative ABC transporter membrane subunit YcjP,945892
ycjQ,D-guloside 3-dehydrogenase,945971
ycjR,3-dehydro-D-guloside 4-epimerase,947427
ycjS,D-glucoside 3-dehydrogenase,948589
ycjT,kojibiose phosphorylase,945895
ycjU,beta-phosphoglucomutase,945891
ompG,outer membrane porin G,945889
ycjW,DNA-binding transcriptional repressor YcjW,945875
ycjX,DUF463 domain-containing protein YcjX,945872
ycjF,DUF697 domain-containing inner membrane protein YcjF,945878
tyrR,DNA-binding transcriptional dual regulator TyrR,945879
tpx,lipid hydroperoxide peroxidase,945880
ycjG,L-Ala-D/L-Glu epimerase,946013
mpaA,murein tripeptide amidase A,945969
ymjC,putative uncharacterized protein YmjC,1450258
ymjD,uncharacterized protein YmjD,7751617
ycjY,putative hydrolase YcjY,945988
pgrR,DNA-binding transcriptional repressor PgrR,945930
mppA,murein tripeptide ABC transporter periplasmic binding protein,945951
ynaI,small conductance mechanosensitive channel YnaI,945898
insH4,IS5 transposase and trans-activator,945896
ynaJ,DUF2534 domain-containing protein YnaJ,945901
uspE,universal stress protein E,945904
fnr,DNA-binding transcriptional dual regulator FNR,945908
ogt,methylated-DNA--[protein]-cysteine S-methyltransferase,945853
abgT,p-aminobenzoyl glutamate:H(+) symporter,945912
abgB,p-aminobenzoyl-glutamate hydrolase subunit B,945950
abgA,p-aminobenzoyl-glutamate hydrolase subunit A,945742
abgR,putative LysR-type DNA-binding transcriptional regulator AbgR,945831
smrA,DNA endonuclease SmrA,945953
dgcM,diguanylate cyclase DgcM,945909
ynaN,protein YnaN,63925634
zntB,Zn(2(+)):H(+) symporter,945910
ynaL,protein YnaL,38094955
dbpA,ATP-dependent RNA helicase DbpA,947153
ttcA,tRNA cytosine(32) 2-sulfurtransferase TtcA,948967
intR,putative integrase,946976
xisR,excisionase,947399
rcbA,double-strand break reduction protein,947504
ralR,endodeoxyribonuclease toxin RalR,945914
recT,recombinase RecT,945917
recE,exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific,945918
racC,protein RacC,945920
ydaE,zinc-binding protein,948959
kilR,inhibitor of FtsZ,945921
sieB,phage superinfection exclusion protein,945913
ydaF,DUF1391 domain-containing protein YdaF,945911
ydaG,uncharacterized protein YdaG,945907
racR,DNA-binding transcriptional regulator RacR,945899
ydaS,putative DNA-binding transcriptional regulator YdaS,945923
ydaT,DNA binding transcriptional activator YdaT,945924
ydaU,DUF1376 domain-containing protein YdaU,945925
ydaV,putative ATP-binding protein YdaV,945926
ydaW,putative uncharacterized protein YdaW,945927
rzoR,putative prophage outer membrane lipoprotein RzoR,1450262
trkG,Na(+)-dependent K(+) transporter TrkG,945932
ynaK,ParB-like nuclease domain-containing protein YnaK,947417
ydaY,putative uncharacterized protein YdaY,946208
ynaA,putative prophage tail length tape measure domain-containing protein YnaA,947543
lomR,Rac prophage; protein LomR_1,4056036
insH5,IS5 transposase and trans-activator,945944
stfR,putative prophage side tail fiber protein StfR,945207
tfaR,putative tail fiber assembly protein TfaR,946062
pinR,putative site-specific recombinase,948973
ynaE,uncharacterized protein YnaE,946078
ynaM,protein YnaM,38094956
uspF,universal stress protein F,945948
ompN,outer membrane porin N,946313
ydbK,putative pyruvate-flavodoxin oxidoreductase,946587
ydbJ,DUF333 domain-containing protein YdbJ,4056027
hslJ,lipoprotein implicated in Novobiocin resistance,946525
ldhA,D-lactate dehydrogenase,946315
ydbH,putative intermembrane phospholipid transport protein YdbH,945949
ynbE,putative intermembrane phospholipid transport lipoprotein YnbE,945946
ydbL,DUF1318 domain-containing protein YdbL,945943
feaR,DNA-binding transcriptional activator FeaR,945941
feaB,phenylacetaldehyde dehydrogenase,945933
tynA,copper-containing amine oxidase,945939
paaZ,fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase,945954
paaA,phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit,945833
paaB,phenylacetyl-CoA 1,2-epoxidase subunit B,947595
paaC,phenylacetyl-CoA 1,2-epoxidase, structural subunit,945956
paaD,phenylacetate degradation protein,945959
paaE,phenylacetyl-CoA 1,2-epoxidase, reductase subunit,945962
paaF,putative 2,3-dehydroadipyl-CoA hydratase,946011
paaG,putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming),946263
paaH,3-hydroxyadipyl-CoA dehydrogenase,945940
paaI,phenylacetyl-CoA thioesterase,945265
paaJ,beta-ketoadipyl-CoA thiolase,946121
paaK,phenylacetate-CoA ligase,945963
paaX,DNA-binding transcriptional repressor PaaX,945966
paaY,2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase,945965
ynbG,uncharacterized protein YnbG,7751614
ydbA,putative outer membrane protein, N-terminal fragment,2847750
insD2,IS2 insertion element protein InsB,945952
insC2,IS2 insertion element repressor InsA,945967
insI2,IS30 transposase,945968
pdxI,pyridoxal reductase,945980
ydbD,DUF2773 domain-containing protein YdbD,945983
ynbA,CDP-alcohol phosphatidyltransferase domain-containing protein YnbA,945973
ynbB,putative CDP-diglyceride synthase,945972
ynbC,hydrolase/methyltransferase domain-containing protein YnbC,945970
ynbD,phosphatase domain-containing protein YnbD,945985
azoR,FMN dependent NADH:quinone oxidoreductase,947569
hrpA,ATP-dependent 3'->5' RNA helicase HrpA,948444
ydcF,DUF218 domain-containing protein YdcF,946215
aldA,aldehyde dehydrogenase A,945672
cybB,superoxide oxidase,947241
ydcA,protein YdcA,945986
yncP,protein YncP,63925635
hokB,toxin HokB,2847727
mokB,putative regulatory protein MokB,948820
trg,methyl-accepting chemotaxis protein Trg,945995
ydcI,DNA-binding transcriptional dual regulator YdcI,948865
ydcJ,DUF1338 domain-containing protein YdcJ,945991
opgD,glucans biosynthesis protein D,945994
ydcH,DUF465 domain-containing protein YdcH,945997
rimL,ribosomal-protein-L12-serine N-acetyltransferase,945998
ydcK,putative acyltransferase YdcK,944932
tehA,tellurite resistance protein,945852
tehB,tellurite methyltransferase,945979
ydcL,DUF3313 domain-containing lipoprotein YdcL,948203
insQ,putative RNA-guided DNA endonuclease InsQ,944942
ydcO,putative transport protein YdcO,947247
sutR,DNA-binding transcriptional dual regulator SutR,946000
rlhA,23S rRNA 5-hydroxycytidine C2501 synthase,945993
yncJ,DUF2554 domain-containing protein YncJ,945990
hicA,mRNA interferase toxin HicA,945989
hicB,antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB,946001
ydcR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR,946004
ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,946005
ydcT,putative ABC transporter ATP-binding protein YdcT,946007
ydcU,putative ABC transporter membrane subunit YdcU,945976
ydcV,putative ABC transporter membrane subunit YdcV,945903
patD,gamma-aminobutyraldehyde dehydrogenase,945876
yncL,uncharacterized protein YncL,5061503
ortT,orphan toxin OrtT,945936
ydcY,DUF2526 domain-containing protein YdcY,945916
ydcZ,putative transport protein YdcZ,946008
mnaT,L-amino acid N-acyltransferase,946010
curA,NADPH-dependent curcumin/dihydrocurcumin reductase,946012
mcbR,DNA-binding transcriptional dual regulator McbR,946014
pqqU,pyrroloquinoline quinone outer membrane transporter,946015
yncE,PQQ-like domain-containing protein YncE,946006
ansP,L-asparagine transporter,946019
yncG,putative glutathione S-transferase YncG,946023
yncH,DUF5445 domain-containing protein YncH,946024
ydcD,uncharacterized protein YdcD,946958
yncO,protein YncO,38094957
ydcC,H repeat-associated putative transposase YdcC,947435
pptA,tautomerase PptA,945731
yddH,flavin reductase-like protein YddH,946192
nhoA,arylamine N-acetyltransferase,947251
yddE,PF02567 family protein YddE,944782
narV,nitrate reductase Z subunit gamma,946029
narW,NarW, putative private chaperone for NarZ nitrate reductase subunit,946032
narY,nitrate reductase Z subunit beta,946034
narZ,nitrate reductase Z subunit alpha,945999
narU,nitrate/nitrite transporter NarU,945799
yddK,leucine-rich repeat domain-containing protein YddK,947312
yddL,putative uncharacterized protein YddL,945737
yddG,amino acid exporter YddG,945942
fdnG,formate dehydrogenase N subunit alpha,946035
fdnH,formate dehydrogenase N subunit beta,948794
fdnI,formate dehydrogenase N subunit gamma,946038
yddM,DNA-binding transcriptional regulator YddM,946040
adhP,ethanol dehydrogenase/alcohol dehydrogenase,946036
maeA,malate dehydrogenase (oxaloacetate-decarboxylating),946031
sra,ribosome-associated protein Sra,946030
bdm,biofilm-dependent modulation protein,946041
osmC,osmotically inducible peroxiredoxin OsmC,946043
ddpF,putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF,946020
ddpD,putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD,946002
ddpC,putative D,D-dipeptide ABC transporter membrane subunit DdpC,946028
ddpB,putative D,D-dipeptide ABC transporter membrane subunit DdpB,946044
ddpA,putative D,D-dipeptide ABC transporter periplasmic binding protein,946052
ddpX,D-alanyl-D-alanine dipeptidase,945532
dosP,oxygen-sensing c-di-GMP phosphodiesterase DosP,945815
dosC,diguanylate cyclase DosC,945835
yddY,protein YddY,38094958
digH,divisome localized glycosyl hydrolase,945975
gadC,L-glutamate:4-aminobutyrate antiporter,946057
gadB,glutamate decarboxylase B,946058
pqqL,periplasmic metalloprotease,946059
yddB,putative TonB-dependent receptor YddB,945961
yddA,ABC transporter family protein YddA,945945
yneP,protein YneP,38094959
ydeM,putative anaerobic sulfatase maturation enzyme YdeM,945981
ydeN,putative sulfatase YdeN,945957
ydeO,DNA-binding transcriptional dual regulator YdeO,945922
safA,two-component system connector SafA,946061
ydeP,putative oxidoreductase YdeP,946055
ydeQ,putative fimbrial adhesin protein YdeQ,946050
ydeR,putative fimbrial protein YdeR,946049
ydeS,putative fimbrial protein YdeS,946047
ydeT,fimbrial usher domain-containing protein YdeT,946042
hipA,serine/threonine-protein kinase toxin HipA,946064
hipB,antitoxin/DNA-binding transcriptional repressor HipB,946065
lsrK,autoinducer-2 kinase,946069
lsrR,DNA-binding transcriptional repressor LsrR,946070
lsrA,Autoinducer-2 ABC transporter ATP binding subunit,945680
lsrC,Autoinducer-2 ABC transporter membrane subunit LsrC,946105
lsrD,Autoinducer-2 ABC transporter membrane subunit LsrD,946264
lsrB,Autoinducer-2 ABC transporter periplasmic binding protein,945418
lsrF,3-hydroxy-2,4-pentadione 5-phosphate thiolase,946071
lsrG,(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase,946073
tam,trans-aconitate 2-methyltransferase,946074
yneE,PF01062 family inner membrane protein YneE,946188
uxaB,tagaturonate reductase,945542
dgcF,putative diguanylate cyclase DgcF,947422
yneG,DUF4186 domain-containing protein YneG,946171
glsB,glutaminase 2,944973
sad,succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad,947440
ptrR,putrescine utilization regulator PtrR,946079
yneK,protein YneK,946080
ydeA,putative exporter YdeA,947218
marC,inner membrane protein MarC,947132
marR,DNA-binding transcriptional repressor MarR,945825
marA,DNA-binding transcriptional dual regulator MarA,947613
marB,multiple antibiotic resistance protein MarB,946184
eamA,cysteine/O-acetylserine exporter EamA,946081
ydeE,dipeptide exporter,946083
mgtS,small protein MgtS,5061497
mgtT,protein MgtT,63925636
dgcZ,diguanylate cyclase DgcZ,946075
ydeI,BOF family protein YdeI,946068
ydeJ,PF02464 family protein YdeJ,946067
dcp,peptidyl-dipeptidase Dcp,946084
ydfG,3-hydroxy acid dehydrogenase YdfG,946085
rspR,DNA-binding transcriptional repressor RspR,946087
ydfZ,putative selenoprotein YdfZ,948796
ydfI,putative oxidoreductase YdfI,945861
ydfJ,putative transporter YdfJ,38094960
ynfT,protein YnfT,38094961
ydfK,cold shock protein YdfK,947451
pinQ,putative recombinase PinQ,946088
tfaQ,putative tail fiber assembly protein TfaQ,946060
stfQ,putative prophage side tail fiber protein StfQ,946098
nohA,putative prophage DNA-packaging protein NohA,946021
ynfO,DUF3950 domain-containing protein YnfO,1450267
ydfO,DUF1398 domain-containing protein YdfO,945992
gnsB,protein GnsB,946054
ynfN,protein YnfN,946097
ynfR,protein YnfR,38094962
ynfQ,protein YnfQ,38094963
cspI,cold shock-like protein CspI,946099
rzpQ,DUF2514 domain-containing protein RzpQ,946101
rzoQ,putative lipoprotein RzoQ,7751615
rrrQ,putative lysozyme,946100
ydfR,protein YdfR,946095
essQ,putative prophage lysis protein EssQ,946093
ynfU,putative zinc-binding protein YnfU,63925637
cspB,cold shock-like protein CspB,946091
cspF,cold shock-like protein CspF,946090
ynfS,protein YnfS,38094964
ydfT,putative antitermination protein Q,946103
ydfU,protein YdfU,946108
rem,protein Rem,946109
hokD,toxic protein HokD,948616
relE,mRNA interferase toxin RelE,947549
relB,antitoxin/DNA-binding transcriptional repressor RelB,948308
ydfV,protein YdfV,948801
flxA,PF14282 family protein FlxA,947392
ydfW,protein YdfW,946111
ydfX,protein YdfX,946112
dicC,putative DNA-binding transcriptional regulator DicC,946120
dicA,DNA-binding transcriptional dual regulator DicA,946241
ydfA,DUF1391 domain-containing protein YdfA,946082
ydfB,uncharacterized protein YdfB,946176
ydfC,uncharacterized protein YdfC,946107
dicB,cell division inhibition protein DicB,946110
ydfD,lysis protein,946102
ynfP,protein YnfP,4056029
rspB,putative zinc-binding dehydrogenase RspB,946127
rspA,mandelate racemase/muconate lactonizing enzyme family protein RspA,946126
ynfA,putative transporter YnfA,946125
ynfB,DUF1283 domain-containing protein YnfB,946119
speG,spermidine N-acetyltransferase,946117
ynfC,PF06788 family lipoprotein YnfC,946131
ynfD,DUF1161 domain-containing protein YnfD,946133
ynfE,putative selenate reductase YnfE,946135
ynfF,putative selenate reductase YnfF,945268
ynfG,putative oxidoreductase YnfG,945638
ynfH,putative menaquinol dehydrogenase,945822
dmsD,redox enzyme maturation protein DmsD,945987
clcB,putative chloride:H(+) antiporter ClcB,947179
bidA,dethiobiotin synthetase BidA,944927
mlc,DNA-binding transcriptional repressor Mlc,945510
ynfL,putative DNA-binding transcriptional regulator YnfL,946136
ynfM,putative transporter YnfM,946138
asr,periplasmic chaperone Asr,945103
ydgU,uncharacterized protein YdgU,5061510
ydgD,putative serine protease YdgD,946436
mdtI,multidrug/spermidine efflux pump membrane subunit MdtI,947333
mdtJ,multidrug/spermidine efflux pump membrane subunit MdtJ,946139
mdtU,protein MdtU,63925638
tqsA,autoinducer 2 exporter,946142
pntB,pyridine nucleotide transhydrogenase subunit beta,946144
pntA,pyridine nucleotide transhydrogenase subunit alpha,946628
ydgH,DUF1471 domain-containing protein YdgH,945117
ydgI,putative arginine:ornithine antiporter,945159
folM,dihydromonapterin reductase,949096
ydgC,GlpM family protein,945156
rstA,DNA-binding transcriptional regulator RstA,946199
rstB,sensor histidine kinase RstB,948870
tus,DNA replication terminus site-binding protein,945135
fumC,fumarase C,946147
fumA,fumarase A,946826
manA,mannose-6-phosphate isomerase,944840
ydgA,DUF945 domain-containing protein YdgA,946172
uidC,outer membrane porin family protein UidC,944820
uidB,glucuronide:H(+) symporter,947484
uidA,beta-glucuronidase,946149
uidR,DNA-binding transcriptional repressor UidR,946150
hdhA,7-alpha-hydroxysteroid dehydrogenase,946151
malI,DNA-binding transcriptional repressor MalI,947104
malX,PTS enzyme IIBC component MalX,946009
malY,negative regulator of MalT activity/cystathionine beta-lyase,945937
add,adenosine deaminase,945851
ydgJ,putative oxidoreductase YdgJ,947164
blr,beta-lactam resistance protein,2847682
cnu,H-NS- and StpA-binding protein,946152
ydgK,DUF2569 domain-containing inner membrane protein YdgK,946154
rsxA,SoxR [2Fe-2S] reducing system protein RsxA,946148
rsxB,SoxR [2Fe-2S] reducing system protein RsxB,946146
rsxC,SoxR [2Fe-2S] reducing system protein RsxC,946137
rsxD,SoxR [2Fe-2S] reducing system protein RsxD,946134
rsxG,SoxR [2Fe-2S] reducing system flavoprotein RsxG,946158
rsxE,SoxR [2Fe-2S] reducing system protein RsxE,947509
nth,endonuclease III,947122
dtpA,dipeptide/tripeptide:H(+) symporter DtpA,947436
gstA,glutathione S-transferase GstA,945758
pdxY,pyridoxal kinase 2,946162
tyrS,tyrosine--tRNA ligase,948855
pdxH,pyridoxine/pyridoxamine 5'-phosphate oxidase,946806
mliC,inhibitor of c-type lysozyme, putative lipoprotein,946811
anmK,anhydro-N-acetylmuramic acid kinase,946810
slyB,outer membrane lipoprotein SlyB,946801
slyA,DNA-binding transcriptional dual regulator SlyA,946167
ydhI,DUF1656 domain-containing protein YdhI,947559
ydhJ,putative membrane fusion protein YdhJ,946499
ydhK,putative transporter YdhK,946528
sodC,superoxide dismutase (Cu-Zn),945343
ydhF,putative oxidoreductase YdhF,946960
ydhL,DUF1289 domain-containing protein YdhL,946168
nemR,DNA-binding transcriptional repressor NemR,946166
nemA,N-ethylmaleimide reductase,946164
gloA,lactoylglutathione lyase,946161
rnt,ribonuclease T,946159
lhr,ATP-dependent helicase Lhr,946156
grxD,glutaredoxin 4,946169
mepH,peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase MepH,945210
sodB,superoxide dismutase (Fe),944953
ydhP,putative transporter YdhP,947340
cydH,cytochrome bd-I accessory subunit CydH,5061505
purR,DNA-binding transcriptional repressor PurR,945226
punR,DNA-binding transcriptional activator PunR,945208
punC,purine nucleoside transporter PunC,946077
cfa,cyclopropane fatty acyl phospholipid synthase,944811
ribC,riboflavin synthase,945848
mdtK,multidrug efflux pump MdtK,945883
ydhQ,putative adhesin-related protein YdhQ,944851
ydhR,putative monooxygenase YdhR,946177
ydhS,FAD/NAD(P) binding domain-containing protein YdhS,945786
ydhT,uncharacterized protein YdhT,945960
ydhU,putative cytochrome YdhU,945608
ydhX,putative 4Fe-4S ferredoxin-like protein YdhX,947308
ydhW,uncharacterized protein YdhW,947180
ydhV,putative oxidoreductase YdhV,948756
ydhY,putative 4Fe-4S ferredoxin-like protein YdhY,948749
fumD,fumarase D,946180
ynhH,protein YnhH,71004564
pykF,pyruvate kinase 1,946179
lpp,murein lipoprotein,946175
ldtE,L,D-transpeptidase LdtE,946174
sufE,sulfur carrier protein SufE,946173
sufS,L-cysteine desulfurase,946185
sufD,Fe-S cluster scaffold complex subunit SufD,944878
sufC,Fe-S cluster scaffold complex subunit SufC,946128
sufB,Fe-S cluster scaffold complex subunit SufB,945753
sufA,iron-sulfur cluster insertion protein SufA,949014
ydiH,uncharacterized protein YdiH,946194
menI,1,4-dihydroxy-2-naphthoyl-CoA hydrolase,946190
ydiJ,D-2-hydroxyglutarate dehydrogenase,946189
ydiK,putative transporter YdiK,946183
ydiL,DUF1870 domain-containing protein YdiL,946181
ydiM,putative exporter YdiM,946196
ydiN,putative transporter YdiN,946198
ydiB,quinate/shikimate dehydrogenase,946200
aroD,3-dehydroquinate dehydratase,946210
ydiF,putative acetate-CoA transferase YdiF,946211
ydiO,putative acyl-CoA dehydrogenase YdiO,945626
ydiP,DNA-binding transcriptional regulator YdiP,945095
ydiQ,putative electron transfer flavoprotein subunit YdiQ,946482
ydiR,putative electron transfer flavoprotein subunit YdiR,945688
ydiS,putative electron transfer flavoprotein-quinone oxidoreductase YdiS,946212
ydiT,ferredoxin-like protein YdiT,946214
fadK,medium-chain-fatty-acid--CoA ligase,946213
ppsA,phosphoenolpyruvate synthetase,946209
ppsR,phosphoenolpyruvate synthetase regulatory protein,946207
aroH,3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive,946229
ydiE,PF10636 family protein YdiE,946205
selO,protein adenylyltransferase SelO,946219
rflP,anti-FlhDC factor RflP,946217
nlpC,NlpC/P60 family lipoprotein NlpC,946220
btuD,vitamin B12 ABC transporter ATP binding subunit,945751
